,Title,Theme,Show,Author,Length,Published,Views,Likes,Comments,Privacy Status,Region Restriction Count,Tag Count,
275,PM Modi Hosts UAE President In Ahmedabad For Vibrant Gujarat Summit | Gujarat News,Foreign Relations (excluding Pakistan),News_Today_with_Rajdeep_Sardesai,India Today,2m 34s,2024-01-09T16:12:34Z,9838,123,12,public,,,22
276,Maldives President Plays China Card Amid India Diplomatic Tussle | Maldives Vs India Row,Foreign Relations (excluding Pakistan),News_Today_with_Rajdeep_Sardesai,India Today,5m 27s,2024-01-09T16:10:02Z,4886,26,8,public,,,23
277,Radeep Sardesai LIVE: Heated Debate As Supreme Court Nullifies Its 2022 Order In Bilkis Bano Case,Legal issues,News_Today_with_Rajdeep_Sardesai,India Today,8h 8m 51s,2024-01-09T01:48:31Z,4740,25,2,public,,,28
278,Image Of The Day: Sneak Peek into Night View of Ram Mandir Ahead of Consecration | Ram Mandir News,Religious issues,News_Today_with_Rajdeep_Sardesai,India Today,45s,2024-01-08T17:07:48Z,25370,110,29,public,,,19
279,Bilkis Bano Case: Accountability and Closure in Bilkis Bano Case Discussed On Show | DEBATE,Legal issues,News_Today_with_Rajdeep_Sardesai,India Today,39m 12s,2024-01-08T17:07:45Z,183376,695,152,public,,,19
280,Good News Today: AIIMS Delhi Launches Smart Lab for Faster Patient Services | Watch This Report,Others,News_Today_with_Rajdeep_Sardesai,India Today,2m 16s,2024-01-08T16:59:11Z,645,10,1,public,,,17
281,"Boycott Maldives Row: India, Maldives Intensify Diplomatic Row Over Tourism Controversy",Foreign Relations (excluding Pakistan),News_Today_with_Rajdeep_Sardesai,India Today,3m 17s,2024-01-08T16:52:42Z,5772,33,9,public,,,18
282,SC Verdict On Bilkis Bano Case: Discussing Controversial Remission in Heinous Crime Cases,Legal issues,News_Today_with_Rajdeep_Sardesai,India Today,9m 7s,2024-01-08T16:49:54Z,21259,60,14,public,,,19
283,Shobha Gupta Eases Bilkis Bano's Burden: Victory Against State Power | Bilkis Bano Case,Legal issues,News_Today_with_Rajdeep_Sardesai,India Today,5m 38s,2024-01-08T16:34:49Z,1661,30,4,public,,,19
284,SC Quashes Early Release Bilkis Bano Convicts: Discussing Delay In Indian Criminal Justice System,Legal issues,News_Today_with_Rajdeep_Sardesai,India Today,8m 11s,2024-01-08T16:30:49Z,20697,72,25,public,,,19
285,"Bilkis Bano Case News Updates: Supreme Court Misinformed in Bilkis Bano Case, Accuses Speaker",Legal issues,News_Today_with_Rajdeep_Sardesai,India Today,8m 31s,2024-01-08T16:27:48Z,3633,22,3,public,,,19
286,News Today With Radeep Sardesai: Supreme Court Nullifies Its 2022 Order In Bilkis Bano Case,Repetition,News_Today_with_Rajdeep_Sardesai,India Today,55m 11s,2024-01-08T16:26:56Z,12721,88,53,public,,,28
287,News Today With Radeep Sardesai: Supreme Court Nullifies Its 2022 Order In Bilkis Bano Case,Repetition,News_Today_with_Rajdeep_Sardesai,India Today,22m 11s,2024-01-08T16:25:49Z,1416,10,2,public,,,28
288,Supreme Court Fraud Case: Who Is Accountable?; Vrinda Grover Weighs In | Bilkis Bano Case,Legal issues,News_Today_with_Rajdeep_Sardesai,India Today,6m 23s,2024-01-08T16:15:58Z,2541,39,10,public,,,19
289,Landmark Verdict By Supreme Court: Convicts In Bilkis Bano Case To Return To Jail | Bilkis Bano Case,Legal issues,News_Today_with_Rajdeep_Sardesai,India Today,4m 34s,2024-01-08T16:09:34Z,18256,143,17,public,,,19
290,BJP's Electoral Strategies Discussed In Light Of Ram Mandir Deliverance Under PM Modi,Religious issues,News_Today_with_Rajdeep_Sardesai,India Today,7m 31s,2024-01-05T17:50:10Z,3268,10,10,public,,,23
291,Opposition Need A Better Communication Strategy': Sanjay Jha | 2024 Election Battle Intensifies,Religious issues,News_Today_with_Rajdeep_Sardesai,India Today,9m 43s,2024-01-05T17:44:04Z,2578,11,12,public,,,23
292,"Biggest Mobilising Factor For 2024 In Favour Of BJP Will Be Ram Mandir, Says Sanjay Kumar",Religious issues,News_Today_with_Rajdeep_Sardesai,India Today,6m 12s,2024-01-05T17:43:05Z,1060,0,0,public,,,21
293,"Will Ram Mandir Have An Impact In Bihar, Odisha, Punjab? Asks Author & Political Analyst Ashutosh",Religious issues,News_Today_with_Rajdeep_Sardesai,India Today,6m 9s,2024-01-05T17:37:43Z,822,3,0,public,,,21
294,BJP Banking On Ram Mandir Inauguration For 2024 Elections? | India Today,Religious issues,News_Today_with_Rajdeep_Sardesai,India Today,3m 47s,2024-01-05T17:36:43Z,842,4,0,public,,,23
295,Impact Of Ram Movement On India's Political Landscape: An Insight By Amitabh Tiwari,Religious issues,News_Today_with_Rajdeep_Sardesai,India Today,6m 53s,2024-01-05T17:33:23Z,450,2,4,public,,,21
296,"Moment When Navy Intercepted Ship With 15 Indians, Foiled Hijacking Bid",Others,News_Today_with_Rajdeep_Sardesai,India Today,2m 37s,2024-01-05T16:24:25Z,11156,137,9,public,,,26
297,Debate On Challenges And Probability Of India Alliance Outperforming BJP In Upcoming Election,Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,11m 51s,2024-01-04T18:16:18Z,21026,23,10,public,,,32
298,Wiill Oppn Unity Be A Non-starter? | Can I.N.D.I.A. Set Its House In Order?,Criticizing Opposition,News_Today_with_Rajdeep_Sardesai,India Today,3m 22s,2024-01-04T18:05:02Z,745,2,2,public,,,24
299,Is Time Running Out For Opposition? Can INDIA Alliance Set Its House In Order?,Repetition,News_Today_with_Rajdeep_Sardesai,India Today,8m 40s,2024-01-04T18:02:08Z,691,5,3,public,,,20
300,Discussion On ‘INDIA’ Alliance Strategies And National Issues | India Today News,Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,4m 4s,2024-01-04T17:57:49Z,915,0,0,public,,,30
301,Panel Discussion on Political Alliances and Party Growth,Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,5m 9s,2024-01-04T17:55:07Z,557,0,0,public,,,22
302,BJP's Alliance Strategy Scrutinized | Can 'INDIA' Set Its House In Order?,Repetition,News_Today_with_Rajdeep_Sardesai,India Today,6m 30s,2024-01-04T17:51:53Z,639,1,1,public,,,22
303,I.N.D.I.A. Alliance: Can The Opposition Unite Against PM Modi? | News Today,Repetition,News_Today_with_Rajdeep_Sardesai,India Today,40m 44s,2024-01-04T17:04:17Z,8697,38,25,public,,,26
304,Kejriwal Exercised His Right Within The Binds Of Law' - Jasmine Shah,Criticizing Opposition,News_Today_with_Rajdeep_Sardesai,India Today,1m 29s,2024-01-03T18:12:02Z,2872,3,2,public,,,20
305,Exploring The Intersection Of Politics And The Role Of The Enforcement Directorate,Criticizing Opposition,News_Today_with_Rajdeep_Sardesai,India Today,18m 38s,2024-01-03T17:35:17Z,1835,12,6,public,,,24
306,Discussion On Alleged Misuse Of Law Enforcement Agencies | India Today,Criticizing Opposition,News_Today_with_Rajdeep_Sardesai,India Today,4m 22s,2024-01-03T17:31:52Z,478,5,2,public,,,21
307,PMLA Act And ED's Power: Explained Amid Kejriwal Summon Controversy,Criticizing Opposition,News_Today_with_Rajdeep_Sardesai,India Today,3m 48s,2024-01-03T17:29:17Z,814,4,1,public,,,28
308,"Arvind Kejriwal Declines ED Summons: Rights, Timing & Political Vendetta",Criticizing Opposition,News_Today_with_Rajdeep_Sardesai,India Today,3m 10s,2024-01-03T17:19:30Z,1246,8,3,public,,,25
309,Is Kejriwal Daring ED To Arrest Him? | Delhi Liquor Gate,Criticizing Opposition,News_Today_with_Rajdeep_Sardesai,India Today,35m 37s,2024-01-03T17:10:12Z,6596,35,54,public,,,28
310,Is Arvind Kejriwal Daring The ED For Arrest? Discussion On Accusations Against Kejriwal,Criticizing Opposition,News_Today_with_Rajdeep_Sardesai,India Today,1m 3s,2024-01-03T17:07:01Z,552,6,2,public,,,24
311,TMC Offers Two Seat Sharing Formula to Congress in Bengal,Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,10m 16s,2024-01-03T17:04:09Z,10588,46,36,public,,,22
312,Why Is Tamil Nadu Cold To BJP? Will It Change With PM Modi's Mega South Push?,Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,11m,2024-01-02T18:15:25Z,12670,48,78,public,,,25
313,PM Modi's Tamil Nadu Visit: Will Modi Factor Work In South India? Panelists Discuss,Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,34m 18s,2024-01-02T18:02:27Z,17272,131,119,public,,,26
314,Can BJP Break Ground In South India & How Real Is The North South Divide? | PM Modi News,Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,11m 41s,2024-01-02T17:57:55Z,3784,25,14,public,,,26
315,BJP has never been alien to the South Says BJP's Shehzad Poonawalla | BJP's South Push,Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,11m 19s,2024-01-02T17:54:58Z,5553,36,28,public,,,26
316,"Strike Called Off after Meet with Home Secretary, Hit and Run Law not to be Implemented Yet?",Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,2m 12s,2024-01-02T17:50:00Z,93209,370,108,public,,,18
317,PM Modi's Southern Push in Run-up to 2024 Elections | PM Modi In Tamil Nadu | News Today,Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,52m 54s,2024-01-02T17:49:18Z,2773,16,2,public,,,26
318,Will Arvind Kejriwal Honor the Third Summon? | Arvind Kejriwal's ED Appearance,Criticizing Opposition,News_Today_with_Rajdeep_Sardesai,India Today,2m 46s,2024-01-02T17:27:55Z,1398,7,1,public,,,15
319,Trasport Apex Body Meets With Home Ministry | Truckers Protest New Hit And Run Law,Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,3m 44s,2024-01-02T17:25:28Z,16370,72,11,public,,,19
320,Massive Political Clash Anticipated in 2024 Indian General Elections | News Today,Religious issues,News_Today_with_Rajdeep_Sardesai,India Today,56m 10s,2024-01-01T17:47:23Z,25425,165,45,public,,,31
321,"Shiv Sena's Arvind Sawant Shields Shiv Sena's Ambitious Seat Demand, Hints At Stronger Roots",Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,9m 27s,2024-01-01T17:10:33Z,3814,9,4,public,,,26
322,Seat Sharing Talks Still Continue as INDIA Alliance Past its Deadline? | TMC's Saket Gokhale Exclusi,Criticizing Opposition,News_Today_with_Rajdeep_Sardesai,India Today,9m 36s,2024-01-01T17:08:33Z,854,5,2,public,,,22
323,Congress Party Discusses Coalition Politics Ahead of 2024 Elections? | Listen In,Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,7m 57s,2024-01-01T16:59:33Z,1168,9,4,public,,,21
324,Pawan Khera Discusses Rahul Gandhi's Bharat Nyaya Yatra and Upcoming Election 2024,Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,9m 56s,2024-01-01T16:56:25Z,3682,23,8,public,,,21
325,Congress Ahead in Seat Sharing Discussions? | Congress' Pawan Khera Exclusive,Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,17m 55s,2024-01-01T16:49:29Z,6662,42,23,public,,,21
326,INDIA Bloc Politics & Impact of Manipur Politics | Politicization of Ram Mandir Inauguration,Religious issues,News_Today_with_Rajdeep_Sardesai,India Today,7m 36s,2024-01-01T16:35:25Z,1660,16,7,public,,,20
327,Opposition Alliance Rally Commences Amid Emerging Competition; Trivedi Highlights NDA's Dominance,Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,7m 44s,2024-01-01T16:24:09Z,756,7,2,public,,,20
328,Direct Ideological Clash in Indian Politics under Discussion | BJP's Sudhanshu Trivedi Exclusive,Religious issues,News_Today_with_Rajdeep_Sardesai,India Today,16m 23s,2024-01-01T16:19:00Z,6755,57,6,public,,,20
0,"Sandeshkhali Showdown Peaks: Victims Raped, Then Asked to 'Prove Rape' |Newshour 9",Criticizing Opposition,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,45m 19s,2024-02-15T17:52:12Z,8155,209,90,1 (blocked),19,,
1,Congress’ Dual Strategy A Winning Move Or A Desperate Gamble? |The Newshour Debate,Criticizing Opposition,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,37m 15s,2024-02-15T01:57:52Z,27995,271,79,1 (blocked),24,,
2,Smriti Irani Condemns Mamata Banerjee Over Sandeshkhali Incident | Navika Kumar | Newshour Debate,Criticizing Opposition,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,18m 17s,2024-02-12T18:38:54Z,14162,334,120,1 (blocked),18,,
3,"PM Narendra Modi To Unveil UAE Temple, Is I.N.D.IA. Now 'Ram Bharose' ? | NewsHour Debate",Religious issues,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,39m 23s,2024-02-12T17:19:09Z,17877,189,63,1 (blocked),21,,
4,"2024 Yudh In 'Black' And 'White', Cong Releases 'Black Paper' | Corruption 'Driving' Team I.N.D.I.A?",Economy,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,12m 8s,2024-02-08T18:18:27Z,2225,10,3,1 (blocked),25,,
5,AIADMK Leaders Come To BJP's Fold | NDA Reuniting Enough For '400 Paar'? | Newshour Agenda,Praising Ruling Party,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,26m 28s,2024-02-08T02:25:10Z,9668,71,15,1 (blocked),25,,
6,Ultimate Mood Meter Of Bharat Ahead Of Polls | Will 'Palti Politics' & 'Ram Lehar' Sway Your Votes?,Criticizing Opposition,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,57m 44s,2024-02-08T02:20:40Z,19154,211,28,1 (blocked),29,,
7,"PM Narendra Modi Projects 2024 Polls, PM Vanquished I.N.D.I.A Before Polls? | NewsHour Debate",Praising Ruling Party,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,39m 47s,2024-02-05T18:24:33Z,44049,552,145,1 (blocked),25,,
8,"Panelist Condemns PM Modi's Silence on Manipur, Questions if the State Matters to Him | Newshour",Criticizing Modi Govt,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,9m 21s,2024-02-05T17:53:00Z,3130,19,10,1 (blocked),21,,
9,Sanjay Jha Urges PM Modi's Acknowledgment of India's Miserable Per Capita Income Position,Criticizing Modi Govt,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,4m 50s,2024-02-05T17:37:23Z,1538,11,3,1 (blocked),24,,
10,Shankar Mahadevan Bags Grammy Award 2024|World Hooked To India's 'Playlist' |Navika Kumar |Exclusive,Others,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,13m 48s,2024-02-05T17:34:28Z,2321,56,13,1 (blocked),18,,
11,"Shehzad Poonawala Highlights Doubling of Per Capita Income Since 2014, Questions Economic Progress",Praising Ruling Party,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,4m 50s,2024-02-05T17:04:16Z,disabled,0,0,1 (blocked),24,,
12,"Shehzad Poonawala Highlights Doubling of Per Capita Income Since 2014, Questions Economic Progress",Repetition,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,4m 50s,2024-02-05T17:02:38Z,19664,178,54,1 (blocked),24,,
13,PM Blessed with Oppn Opposing National Interest Decisions Over Last 10 Years:Anand Ranganathan,Criticizing Opposition,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,8m 21s,2024-02-05T16:49:56Z,disabled,0,0,1 (blocked),22,,
14,PM Blessed with Oppn Opposing National Interest Decisions Over Last 10 Years:Anand Ranganathan,Repetition,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,8m 21s,2024-02-05T16:47:13Z,39204,359,56,1 (blocked),22,,
15,"Panelist Criticizes Leaders, for Predicting Public Behavior, Deems It Democracy Disrespect",Unclear,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,9m 22s,2024-02-05T16:34:46Z,12813,116,37,1 (blocked),24,,
16,"Lok Sabha Polls: India's Mood Before 2024 Elections, Will 'Ram Lehar' Unite Hindus? | NewsHour",Religious issues,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,51m 21s,2024-02-02T17:28:12Z,52865,505,140,1 (blocked),20,,
17,"Gyanvapi: 31 Years Later, Aarti & Pooja Sparks Debate; Why 'Sully' Prayers With Politics? |News Hour",Religious issues,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,37m 32s,2024-02-02T11:31:22Z,7304,86,22,1 (blocked),21,,
18,BJP Vows 'Viksit Bharat' By 2047 | Will 'Modi Ki Guarantee' Work? | Newshour Debate,Praising Ruling Party,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,17m 29s,2024-02-01T17:19:16Z,7614,88,35,1 (blocked),19,,
19,BJP Mocks 'Anti-Modi' Alliance | Congress Losing Face & Friends? | Newshour Debate,Criticizing Opposition,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,50m 37s,2024-01-25T01:44:41Z,45601,622,289,1 (blocked),19,,
20,Gyanvapi Case: ASI Survey Reports Set To Be Public | Why Block The 'Truth' Of Gyanvapi?| Newshour,Religious issues,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,5m 57s,2024-01-24T17:20:38Z,13174,173,16,1 (blocked),21,,
21,Aastha Ends 500-Year Anguish | Is This The Dawn Of 'Ram Rajya' In Bharat ? | Newshour,Religious issues,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,52m 2s,2024-01-22T17:57:42Z,20863,399,72,1 (blocked),16,,
22,"Panelist Questions BJP's Awareness of 1992 Post-Event Riots,Cites Unprecedented Casualties in Mumbai",Criticizing Modi Govt,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,8m 39s,2024-01-22T17:39:49Z,disabled,0,0,1 (blocked),17,,
23,"Panelist Questions BJP's Awareness of 1992 Post-Event Riots,Cites Unprecedented Casualties in Mumbai",Repetition,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,8m 39s,2024-01-22T17:38:03Z,8096,64,26,1 (blocked),17,,
24,"Manoj Yadav Questions BJP's 'Ram Diwali' Claim, Asks If Previous Celebrations Were Wrong",Criticizing Modi Govt,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,3m 33s,2024-01-22T17:27:22Z,851,7,2,1 (blocked),17,,
25,"Anand Ranganathan Urges Cong Presence in Ayodhya,Foresees Rahul's Visit for Mega Mosque Inauguration",Criticizing Opposition,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,5m 12s,2024-01-22T16:59:22Z,disabled,0,0,1 (blocked),16,,
26,"Anand Ranganathan Urges Cong Presence in Ayodhya,Foresees Rahul's Visit for Mega Mosque Inauguration",Repetition,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,5m 12s,2024-01-22T16:58:43Z,78860,742,166,1 (blocked),16,,
27,Ram Mandir Merely An Excuse For The Opposition? Real Agenda: Defeating PM Modi In Lok Sabha Polls?,Religious issues,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,39m 35s,2024-01-20T17:45:00Z,19950,217,66,1 (blocked),24,,
28,"Vipaksh Attacks 'Sabka Mandir', Insults Modi & 'Nalayak Hindus' | Ram Virodh For Vote Bank?|Newshour",Religious issues,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,36m 19s,2024-01-19T17:31:04Z,22503,303,153,1 (blocked),17,,
29,Lyricist And Poet Manoj Muntashir Exclusive On Ram Mandir Row | Newshour,Religious issues,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,18m 53s,2024-01-19T17:28:29Z,1238,30,3,1 (blocked),17,,
30,PM Hails 'Maryada Purushottam' But Vipaksh 'Spooked' By Pran Pratishtha? | Newshour Debate,Religious issues,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,53m 57s,2024-01-18T17:44:10Z,20622,218,61,1 (blocked),19,,
31,Watch 'Ram Bhakt' Danish Kaneria Speaks Exclusively On Ram Mandir With Navika Kumar | Newshour,Religious issues,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,12m 30s,2024-01-17T17:44:46Z,156872,5712,473,1 (blocked),8,,
32,Bharat Unites Over Ram But I.N.D.I.A Splits | Mandir Virodh Or 'Modi Virodh'? | Newshour Debate,Religious issues,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,38m 35s,2024-01-17T17:04:36Z,25041,313,112,1 (blocked),18,,
33,Deep Dive Into 'Ram' & 'Rajneeti' | Opposing Ram Or 'Opposing Modi'? | Newshour,Religious issues,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,53m 43s,2024-01-16T17:32:59Z,29055,414,157,1 (blocked),18,,
34,Ajay Bisaria Tells Fascinating Tales Of India-Pakistan Ties In 'Anger Management' | Newshour,Pakistan,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,27m 47s,2024-01-10T06:34:43Z,1522,26,1,1 (blocked),22,,
35,PM Modi Embraces UAE's Prez... 'Sabka Saath' For Islamic Nation | But 'Islamophobia' For I.N.D.I.A?,Criticizing Opposition,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,44m 35s,2024-01-09T18:12:56Z,28241,324,244,1 (blocked),15,,
36,CJI Makes 'Dhwaja' Analogy | Owaisi Calls CJI's Invocation 'Strange' | Cong Seconds AIMIM Chief,Criticizing Opposition,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,11m 42s,2024-01-09T17:22:30Z,6279,70,20,1 (blocked),24,,
37,"India's Rigorous Retort To Maldives' Insult, Oppn Keeps Mum| 'Modi-Hate' Blinds I.N.D.I.A?| Newshour",Criticizing Opposition,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,29m 36s,2024-01-08T18:40:59Z,23617,229,164,1 (blocked),25,,
38,From 'Modi Ki Leher' To Ram Mandir: Devendra Fadnavis Goes Unfiltered With Navika Kumar | Newshour,Praising Ruling Party,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,23m 47s,2024-01-08T17:58:04Z,14166,237,14,1 (blocked),18,,
39,Swallowing The Sun' Author Lakshmi Puri Exclusive On Inspiration Behind Her Book | Navika Kumar,Others,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,23m 1s,2024-01-06T13:35:16Z,990,16,2,1 (blocked),21,,
40,F.I.R On Bhawna Kishore & Crew Quashed | AAP's 'Vendetta' Shield Pierced? | Newshour Debate,Criticizing Opposition,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,11m 46s,2024-01-04T17:10:42Z,2772,13,8,1 (blocked),19,,
41,"Sadhguru's Exclusive Interview on Secularism, Language Row & Ram Mandir Consecration | Newshour",Religious issues,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,21m 6s,2024-01-03T16:59:44Z,125541,3476,623,1 (blocked),21,,
42,PM Modi Slams 'Anti Lord Ram' I.N.D.I.A | Is It 'Secular' To Sully Sanatan? | Newshour Debate,Religious issues,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,33m 57s,2024-01-03T16:48:00Z,17407,222,73,1 (blocked),16,,
43,I.N.D.I.A Busy Infighting As Modi Builds 'Sabka Saath' | Vipaksh Losing 'Sabka Vishwas'?| Newshour,Criticizing Opposition,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,45m 21s,2024-01-02T17:39:32Z,26393,245,119,1 (blocked),17,,
44,ETG Survey On Ayodhya Ram Mandir | Consecration: Faith Or Politics? | Newshour Debate,Religious issues,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,53m 8s,2024-01-01T16:57:00Z,27589,384,124,1 (blocked),22,,
0,Sonia Gandhi's Rajya Sabha Nomination - A Political Game Changer? | India Upfront,Criticizing Opposition,India_Upfront,TIMES NOW,40m 28s,2024-02-15T01:51:51Z,9577,80,64,1 (blocked),19,,
1,Arvind Kejriwal's Mandir Marg Move: Political Brilliance Or Opportunism? | India Upfront | Top News,Criticizing Opposition,India_Upfront,TIMES NOW,31m 4s,2024-02-12T16:28:09Z,10225,102,81,1 (blocked),19,,
2,"Akhilesh's Silence Raises Concerns,Will Chavan's Resignation Deepen Party Divisions? | India Upfront",Criticizing Opposition,India_Upfront,TIMES NOW,17m 10s,2024-02-12T16:19:39Z,7257,47,18,1 (blocked),20,,
3,NDA Lists 'UPA's Decade Of Debacles | Political Sparks Fly Over Ownership of BMW? | India Upfront,Criticizing Opposition,India_Upfront,TIMES NOW,15m 18s,2024-02-08T16:23:59Z,416,1,6,1 (blocked),23,,
4,Rahul 'Castes' Aspersions On PM | Is Ra Ga's Caste Comment Igniting a Controversy ? | India Upfront,Criticizing Opposition,India_Upfront,TIMES NOW,34m 33s,2024-02-08T16:17:58Z,2653,19,29,1 (blocked),22,,
5,Target 370 But 2019 Gave Only 303 Seats; Will BJP Get It's Extra 63 From South? | India Upfront,Praising Ruling Party,India_Upfront,TIMES NOW,1h 2m 40s,2024-02-08T02:16:47Z,7717,61,7,1 (blocked),27,,
6,PM Declares 400 'Paar' For BJP | Will 'Extra 67' Come From The South? | India Upfront,Praising Ruling Party,India_Upfront,TIMES NOW,34m 21s,2024-02-06T17:56:47Z,11965,137,61,1 (blocked),20,,
7,UCC Demand In Other States Gains Ground | Human Rights Demonised As Dictatorship?| India Upfront,Legal issues,India_Upfront,TIMES NOW,16m 26s,2024-02-06T17:03:05Z,5189,62,31,1 (blocked),22,,
8,I.N.D.I.A Alliance Disintegrating Along Congress' Nyay Yatra Route: Panelist | Rahul Gandhi,Criticizing Opposition,India_Upfront,TIMES NOW,6m 13s,2024-02-06T15:43:44Z,16988,78,46,1 (blocked),18,,
9,"Rahul Gandhi Appears Non-Serious, Congress Facing Electoral Challenges Against BJP: Panelist",Criticizing Opposition,India_Upfront,TIMES NOW,7m 14s,2024-02-06T15:21:49Z,17548,74,87,1 (blocked),22,,
10,"Rahul Gandhi a Liability for Congress, BJP's Strength Lies in PM's Development Politics: Panelist",Criticizing Opposition,India_Upfront,TIMES NOW,5m 43s,2024-02-06T15:10:36Z,9174,61,28,1 (blocked),22,,
11,PM Narendra Modi's Blazing Campaign Speech | Why PM Says BJP Ready For '370 Paar'? | India Upfront,Praising Ruling Party,India_Upfront,TIMES NOW,42m 33s,2024-02-05T18:34:34Z,9123,104,51,1 (blocked),23,,
12,"Faith Leaders Convey 'Ek Bharat, Sreshth Bharat' Message to PM During Parliament Meeting: Umer Ahmed",Praising Ruling Party,India_Upfront,TIMES NOW,5m 55s,2024-02-05T18:03:08Z,553,3,0,1 (blocked),17,,
13,Panelist Claims BJP's Sole Focus is Attacking the I.N.D.I.A Alliance... | Indiaupfront,Criticizing Modi Govt,India_Upfront,TIMES NOW,8m 32s,2024-02-05T16:09:29Z,1342,10,8,1 (blocked),24,,
14,Modi Ki Guarantee' the Biggest Lie of the Century as All Promises Fail...: Panelist | India Upfront,Criticizing Modi Govt,India_Upfront,TIMES NOW,8m 39s,2024-02-05T15:45:08Z,3974,23,18,1 (blocked),24,,
15,PM Exposes Congress Cancel Culture and Labels it Coalition's Achilles' Heel: Sanju Verma,Criticizing Opposition,India_Upfront,TIMES NOW,4m 26s,2024-02-05T15:31:21Z,1625,16,0,1 (blocked),25,,
16,"I.N.D.I.A. Dragged Down By Own Divides, Opposition Helping PM Modi Go 400 Paar? | India Upfront",Criticizing Opposition,India_Upfront,TIMES NOW,11m 12s,2024-02-02T16:16:52Z,11445,117,34,1 (blocked),17,,
17,"Masjid Side Challenged 'Puja In Tehkhana'; Faith Denied, Even After Court's Order? | India Upfront",Religious issues,India_Upfront,TIMES NOW,35m 11s,2024-02-02T16:05:47Z,7667,140,81,1 (blocked),21,,
18,I.N.D.I.A Joins Forces With JMM | Will Hemant Soren's Arrest Impact Tribal Vote ? | India Upfront,Other political themes,India_Upfront,TIMES NOW,18m 28s,2024-02-01T16:51:06Z,2533,30,30,1 (blocked),18,,
19,Puja Starts In Gyanvapi Basement After 31 Long Years | BJP Corners SP For 'Stopping Puja'?,Religious issues,India_Upfront,TIMES NOW,29m 48s,2024-02-01T15:59:19Z,19775,374,133,1 (blocked),21,,
