Unnamed: 0,Title,Show,Author,Length,Published,Views,Likes,Comments,Privacy Status,Region Restriction Count,Tag Count,Unnamed: 12,Time
267,Rajdeep Sardesai LIVE: Is West Outreach PM's Big Success? | Hits & Misses Of Modi's Diplomacy,News_Today_with_Rajdeep_Sardesai,India Today,10h 13m 46s,2024-01-10T02:05:38Z,2880,7,0,public,,,22.0,613.7666666666667
268,India First With Gaurav Sawant LIVE: Maldives President Seeks Chinese Tourists | India Today LIVE,News_Today_with_Rajdeep_Sardesai,India Today,46m 36s,2024-01-09T17:17:17Z,1503,15,2,public,,,20.0,46.6
269,Assessing Prime Minister Modi's Diplomacy: Major Hits and Misses | PM Modi News | Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,3m 30s,2024-01-09T16:53:09Z,1711,5,2,public,,,21.0,3.5
270,PM Modi's Diplomatic Win in UAE vs China's Expanding Influence in Maldives | Maldives Row,News_Today_with_Rajdeep_Sardesai,India Today,23m 22s,2024-01-09T16:48:16Z,29854,106,79,public,,,18.0,23.366666666666667
271,Dr. Farah Faizal Admits That Maldivian President Anti-india Campaign Is 'Very Regrettable',News_Today_with_Rajdeep_Sardesai,India Today,9m 24s,2024-01-09T16:47:18Z,24698,217,194,public,,,23.0,9.4
272,"Indian Govt To Construct A New Airport In Minicoy Island, Lakshadweep - Reveals MP Mohammad Faisal",News_Today_with_Rajdeep_Sardesai,India Today,5m 51s,2024-01-09T16:46:42Z,9375,81,20,public,,,23.0,5.85
273,Debate On Indian Foreign Policy and Relations With Islamic World | PM Modi Meets UAE Prez,News_Today_with_Rajdeep_Sardesai,India Today,3m 9s,2024-01-09T16:38:42Z,3657,26,6,public,,,24.0,3.15
274,"PM's West Asia Outreach A Success, Says Kanwal Sibal On PM Modi's West Asia Focus",News_Today_with_Rajdeep_Sardesai,India Today,10m 45s,2024-01-09T16:28:27Z,869,3,0,public,,,27.0,10.75
275,PM Modi Hosts UAE President In Ahmedabad For Vibrant Gujarat Summit | Gujarat News,News_Today_with_Rajdeep_Sardesai,India Today,2m 34s,2024-01-09T16:12:34Z,9838,123,12,public,,,22.0,2.5666666666666664
276,Maldives President Plays China Card Amid India Diplomatic Tussle | Maldives Vs India Row,News_Today_with_Rajdeep_Sardesai,India Today,5m 27s,2024-01-09T16:10:02Z,4886,26,8,public,,,23.0,5.45
277,Radeep Sardesai LIVE: Heated Debate As Supreme Court Nullifies Its 2022 Order In Bilkis Bano Case,News_Today_with_Rajdeep_Sardesai,India Today,8h 8m 51s,2024-01-09T01:48:31Z,4740,25,2,public,,,28.0,488.85
278,Image Of The Day: Sneak Peek into Night View of Ram Mandir Ahead of Consecration | Ram Mandir News,News_Today_with_Rajdeep_Sardesai,India Today,45s,2024-01-08T17:07:48Z,25370,110,29,public,,,19.0,0.0
279,Bilkis Bano Case: Accountability and Closure in Bilkis Bano Case Discussed On Show | DEBATE,News_Today_with_Rajdeep_Sardesai,India Today,39m 12s,2024-01-08T17:07:45Z,183376,695,152,public,,,19.0,39.2
280,Good News Today: AIIMS Delhi Launches Smart Lab for Faster Patient Services | Watch This Report,News_Today_with_Rajdeep_Sardesai,India Today,2m 16s,2024-01-08T16:59:11Z,645,10,1,public,,,17.0,2.2666666666666666
281,"Boycott Maldives Row: India, Maldives Intensify Diplomatic Row Over Tourism Controversy",News_Today_with_Rajdeep_Sardesai,India Today,3m 17s,2024-01-08T16:52:42Z,5772,33,9,public,,,18.0,3.283333333333333
282,SC Verdict On Bilkis Bano Case: Discussing Controversial Remission in Heinous Crime Cases,News_Today_with_Rajdeep_Sardesai,India Today,9m 7s,2024-01-08T16:49:54Z,21259,60,14,public,,,19.0,9.116666666666667
283,Shobha Gupta Eases Bilkis Bano's Burden: Victory Against State Power | Bilkis Bano Case,News_Today_with_Rajdeep_Sardesai,India Today,5m 38s,2024-01-08T16:34:49Z,1661,30,4,public,,,19.0,5.633333333333333
284,SC Quashes Early Release Bilkis Bano Convicts: Discussing Delay In Indian Criminal Justice System,News_Today_with_Rajdeep_Sardesai,India Today,8m 11s,2024-01-08T16:30:49Z,20697,72,25,public,,,19.0,8.183333333333334
285,"Bilkis Bano Case News Updates: Supreme Court Misinformed in Bilkis Bano Case, Accuses Speaker",News_Today_with_Rajdeep_Sardesai,India Today,8m 31s,2024-01-08T16:27:48Z,3633,22,3,public,,,19.0,8.516666666666667
286,News Today With Radeep Sardesai: Supreme Court Nullifies Its 2022 Order In Bilkis Bano Case,News_Today_with_Rajdeep_Sardesai,India Today,55m 11s,2024-01-08T16:26:56Z,12721,88,53,public,,,28.0,55.18333333333333
287,News Today With Radeep Sardesai: Supreme Court Nullifies Its 2022 Order In Bilkis Bano Case,News_Today_with_Rajdeep_Sardesai,India Today,22m 11s,2024-01-08T16:25:49Z,1416,10,2,public,,,28.0,22.183333333333334
288,Supreme Court Fraud Case: Who Is Accountable?; Vrinda Grover Weighs In | Bilkis Bano Case,News_Today_with_Rajdeep_Sardesai,India Today,6m 23s,2024-01-08T16:15:58Z,2541,39,10,public,,,19.0,6.383333333333334
289,Landmark Verdict By Supreme Court: Convicts In Bilkis Bano Case To Return To Jail | Bilkis Bano Case,News_Today_with_Rajdeep_Sardesai,India Today,4m 34s,2024-01-08T16:09:34Z,18256,143,17,public,,,19.0,4.566666666666666
290,BJP's Electoral Strategies Discussed In Light Of Ram Mandir Deliverance Under PM Modi,News_Today_with_Rajdeep_Sardesai,India Today,7m 31s,2024-01-05T17:50:10Z,3268,10,10,public,,,23.0,7.516666666666667
291,Opposition Need A Better Communication Strategy': Sanjay Jha | 2024 Election Battle Intensifies,News_Today_with_Rajdeep_Sardesai,India Today,9m 43s,2024-01-05T17:44:04Z,2578,11,12,public,,,23.0,9.716666666666667
292,"Biggest Mobilising Factor For 2024 In Favour Of BJP Will Be Ram Mandir, Says Sanjay Kumar",News_Today_with_Rajdeep_Sardesai,India Today,6m 12s,2024-01-05T17:43:05Z,1060,0,0,public,,,21.0,6.2
293,"Will Ram Mandir Have An Impact In Bihar, Odisha, Punjab? Asks Author & Political Analyst Ashutosh",News_Today_with_Rajdeep_Sardesai,India Today,6m 9s,2024-01-05T17:37:43Z,822,3,0,public,,,21.0,6.15
294,BJP Banking On Ram Mandir Inauguration For 2024 Elections? | India Today,News_Today_with_Rajdeep_Sardesai,India Today,3m 47s,2024-01-05T17:36:43Z,842,4,0,public,,,23.0,3.783333333333333
295,Impact Of Ram Movement On India's Political Landscape: An Insight By Amitabh Tiwari,News_Today_with_Rajdeep_Sardesai,India Today,6m 53s,2024-01-05T17:33:23Z,450,2,4,public,,,21.0,6.883333333333333
296,"Moment When Navy Intercepted Ship With 15 Indians, Foiled Hijacking Bid",News_Today_with_Rajdeep_Sardesai,India Today,2m 37s,2024-01-05T16:24:25Z,11156,137,9,public,,,26.0,2.6166666666666667
297,Debate On Challenges And Probability Of India Alliance Outperforming BJP In Upcoming Election,News_Today_with_Rajdeep_Sardesai,India Today,11m 51s,2024-01-04T18:16:18Z,21026,23,10,public,,,32.0,11.85
298,Wiill Oppn Unity Be A Non-starter? | Can I.N.D.I.A. Set Its House In Order?,News_Today_with_Rajdeep_Sardesai,India Today,3m 22s,2024-01-04T18:05:02Z,745,2,2,public,,,24.0,3.3666666666666667
299,Is Time Running Out For Opposition? Can INDIA Alliance Set Its House In Order?,News_Today_with_Rajdeep_Sardesai,India Today,8m 40s,2024-01-04T18:02:08Z,691,5,3,public,,,20.0,8.666666666666666
300,Discussion On ‘INDIA’ Alliance Strategies And National Issues | India Today News,News_Today_with_Rajdeep_Sardesai,India Today,4m 4s,2024-01-04T17:57:49Z,915,0,0,public,,,30.0,4.066666666666666
301,Panel Discussion on Political Alliances and Party Growth,News_Today_with_Rajdeep_Sardesai,India Today,5m 9s,2024-01-04T17:55:07Z,557,0,0,public,,,22.0,5.15
302,BJP's Alliance Strategy Scrutinized | Can 'INDIA' Set Its House In Order?,News_Today_with_Rajdeep_Sardesai,India Today,6m 30s,2024-01-04T17:51:53Z,639,1,1,public,,,22.0,6.5
303,I.N.D.I.A. Alliance: Can The Opposition Unite Against PM Modi? | News Today,News_Today_with_Rajdeep_Sardesai,India Today,40m 44s,2024-01-04T17:04:17Z,8697,38,25,public,,,26.0,40.733333333333334
304,Kejriwal Exercised His Right Within The Binds Of Law' - Jasmine Shah,News_Today_with_Rajdeep_Sardesai,India Today,1m 29s,2024-01-03T18:12:02Z,2872,3,2,public,,,20.0,1.4833333333333334
305,Exploring The Intersection Of Politics And The Role Of The Enforcement Directorate,News_Today_with_Rajdeep_Sardesai,India Today,18m 38s,2024-01-03T17:35:17Z,1835,12,6,public,,,24.0,18.633333333333333
306,Discussion On Alleged Misuse Of Law Enforcement Agencies | India Today,News_Today_with_Rajdeep_Sardesai,India Today,4m 22s,2024-01-03T17:31:52Z,478,5,2,public,,,21.0,4.366666666666666
307,PMLA Act And ED's Power: Explained Amid Kejriwal Summon Controversy,News_Today_with_Rajdeep_Sardesai,India Today,3m 48s,2024-01-03T17:29:17Z,814,4,1,public,,,28.0,3.8
308,"Arvind Kejriwal Declines ED Summons: Rights, Timing & Political Vendetta",News_Today_with_Rajdeep_Sardesai,India Today,3m 10s,2024-01-03T17:19:30Z,1246,8,3,public,,,25.0,3.1666666666666665
309,Is Kejriwal Daring ED To Arrest Him? | Delhi Liquor Gate,News_Today_with_Rajdeep_Sardesai,India Today,35m 37s,2024-01-03T17:10:12Z,6596,35,54,public,,,28.0,35.61666666666667
310,Is Arvind Kejriwal Daring The ED For Arrest? Discussion On Accusations Against Kejriwal,News_Today_with_Rajdeep_Sardesai,India Today,1m 3s,2024-01-03T17:07:01Z,552,6,2,public,,,24.0,1.05
311,TMC Offers Two Seat Sharing Formula to Congress in Bengal,News_Today_with_Rajdeep_Sardesai,India Today,10m 16s,2024-01-03T17:04:09Z,10588,46,36,public,,,22.0,10.266666666666667
312,Why Is Tamil Nadu Cold To BJP? Will It Change With PM Modi's Mega South Push?,News_Today_with_Rajdeep_Sardesai,India Today,11m,2024-01-02T18:15:25Z,12670,48,78,public,,,25.0,0.0
313,PM Modi's Tamil Nadu Visit: Will Modi Factor Work In South India? Panelists Discuss,News_Today_with_Rajdeep_Sardesai,India Today,34m 18s,2024-01-02T18:02:27Z,17272,131,119,public,,,26.0,34.3
314,Can BJP Break Ground In South India & How Real Is The North South Divide? | PM Modi News,News_Today_with_Rajdeep_Sardesai,India Today,11m 41s,2024-01-02T17:57:55Z,3784,25,14,public,,,26.0,11.683333333333334
315,BJP has never been alien to the South Says BJP's Shehzad Poonawalla | BJP's South Push,News_Today_with_Rajdeep_Sardesai,India Today,11m 19s,2024-01-02T17:54:58Z,5553,36,28,public,,,26.0,11.316666666666666
316,"Strike Called Off after Meet with Home Secretary, Hit and Run Law not to be Implemented Yet?",News_Today_with_Rajdeep_Sardesai,India Today,2m 12s,2024-01-02T17:50:00Z,93209,370,108,public,,,18.0,2.2
317,PM Modi's Southern Push in Run-up to 2024 Elections | PM Modi In Tamil Nadu | News Today,News_Today_with_Rajdeep_Sardesai,India Today,52m 54s,2024-01-02T17:49:18Z,2773,16,2,public,,,26.0,52.9
318,Will Arvind Kejriwal Honor the Third Summon? | Arvind Kejriwal's ED Appearance,News_Today_with_Rajdeep_Sardesai,India Today,2m 46s,2024-01-02T17:27:55Z,1398,7,1,public,,,15.0,2.7666666666666666
319,Trasport Apex Body Meets With Home Ministry | Truckers Protest New Hit And Run Law,News_Today_with_Rajdeep_Sardesai,India Today,3m 44s,2024-01-02T17:25:28Z,16370,72,11,public,,,19.0,3.7333333333333334
320,Massive Political Clash Anticipated in 2024 Indian General Elections | News Today,News_Today_with_Rajdeep_Sardesai,India Today,56m 10s,2024-01-01T17:47:23Z,25425,165,45,public,,,31.0,56.166666666666664
321,"Shiv Sena's Arvind Sawant Shields Shiv Sena's Ambitious Seat Demand, Hints At Stronger Roots",News_Today_with_Rajdeep_Sardesai,India Today,9m 27s,2024-01-01T17:10:33Z,3814,9,4,public,,,26.0,9.45
322,Seat Sharing Talks Still Continue as INDIA Alliance Past its Deadline? | TMC's Saket Gokhale Exclusi,News_Today_with_Rajdeep_Sardesai,India Today,9m 36s,2024-01-01T17:08:33Z,854,5,2,public,,,22.0,9.6
323,Congress Party Discusses Coalition Politics Ahead of 2024 Elections? | Listen In,News_Today_with_Rajdeep_Sardesai,India Today,7m 57s,2024-01-01T16:59:33Z,1168,9,4,public,,,21.0,7.95
324,Pawan Khera Discusses Rahul Gandhi's Bharat Nyaya Yatra and Upcoming Election 2024,News_Today_with_Rajdeep_Sardesai,India Today,9m 56s,2024-01-01T16:56:25Z,3682,23,8,public,,,21.0,9.933333333333334
325,Congress Ahead in Seat Sharing Discussions? | Congress' Pawan Khera Exclusive,News_Today_with_Rajdeep_Sardesai,India Today,17m 55s,2024-01-01T16:49:29Z,6662,42,23,public,,,21.0,17.916666666666668
326,INDIA Bloc Politics & Impact of Manipur Politics | Politicization of Ram Mandir Inauguration,News_Today_with_Rajdeep_Sardesai,India Today,7m 36s,2024-01-01T16:35:25Z,1660,16,7,public,,,20.0,7.6
327,Opposition Alliance Rally Commences Amid Emerging Competition; Trivedi Highlights NDA's Dominance,News_Today_with_Rajdeep_Sardesai,India Today,7m 44s,2024-01-01T16:24:09Z,756,7,2,public,,,20.0,7.733333333333333
328,Direct Ideological Clash in Indian Politics under Discussion | BJP's Sudhanshu Trivedi Exclusive,News_Today_with_Rajdeep_Sardesai,India Today,16m 23s,2024-01-01T16:19:00Z,6755,57,6,public,,,20.0,16.383333333333333
0,"Sandeshkhali Showdown Peaks: Victims Raped, Then Asked to 'Prove Rape' |Newshour 9",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,45m 19s,2024-02-15T17:52:12Z,8155,209,90,1 (blocked),19.0,,,45.31666666666667
1,Congress’ Dual Strategy A Winning Move Or A Desperate Gamble? |The Newshour Debate,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,37m 15s,2024-02-15T01:57:52Z,27995,271,79,1 (blocked),24.0,,,37.25
2,Smriti Irani Condemns Mamata Banerjee Over Sandeshkhali Incident | Navika Kumar | Newshour Debate,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,18m 17s,2024-02-12T18:38:54Z,14162,334,120,1 (blocked),18.0,,,18.283333333333335
3,"PM Narendra Modi To Unveil UAE Temple, Is I.N.D.IA. Now 'Ram Bharose' ? | NewsHour Debate",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,39m 23s,2024-02-12T17:19:09Z,17877,189,63,1 (blocked),21.0,,,39.38333333333333
4,"2024 Yudh In 'Black' And 'White', Cong Releases 'Black Paper' | Corruption 'Driving' Team I.N.D.I.A?",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,12m 8s,2024-02-08T18:18:27Z,2225,10,3,1 (blocked),25.0,,,12.133333333333333
5,AIADMK Leaders Come To BJP's Fold | NDA Reuniting Enough For '400 Paar'? | Newshour Agenda,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,26m 28s,2024-02-08T02:25:10Z,9668,71,15,1 (blocked),25.0,,,26.466666666666665
6,Ultimate Mood Meter Of Bharat Ahead Of Polls | Will 'Palti Politics' & 'Ram Lehar' Sway Your Votes?,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,57m 44s,2024-02-08T02:20:40Z,19154,211,28,1 (blocked),29.0,,,57.733333333333334
7,"PM Narendra Modi Projects 2024 Polls, PM Vanquished I.N.D.I.A Before Polls? | NewsHour Debate",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,39m 47s,2024-02-05T18:24:33Z,44049,552,145,1 (blocked),25.0,,,39.78333333333333
8,"Panelist Condemns PM Modi's Silence on Manipur, Questions if the State Matters to Him | Newshour",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,9m 21s,2024-02-05T17:53:00Z,3130,19,10,1 (blocked),21.0,,,9.35
9,Sanjay Jha Urges PM Modi's Acknowledgment of India's Miserable Per Capita Income Position,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,4m 50s,2024-02-05T17:37:23Z,1538,11,3,1 (blocked),24.0,,,4.833333333333333
10,Shankar Mahadevan Bags Grammy Award 2024|World Hooked To India's 'Playlist' |Navika Kumar |Exclusive,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,13m 48s,2024-02-05T17:34:28Z,2321,56,13,1 (blocked),18.0,,,13.8
11,"Shehzad Poonawala Highlights Doubling of Per Capita Income Since 2014, Questions Economic Progress",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,4m 50s,2024-02-05T17:04:16Z,disabled,0,0,1 (blocked),24.0,,,4.833333333333333
12,"Shehzad Poonawala Highlights Doubling of Per Capita Income Since 2014, Questions Economic Progress",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,4m 50s,2024-02-05T17:02:38Z,19664,178,54,1 (blocked),24.0,,,4.833333333333333
13,PM Blessed with Oppn Opposing National Interest Decisions Over Last 10 Years:Anand Ranganathan,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,8m 21s,2024-02-05T16:49:56Z,disabled,0,0,1 (blocked),22.0,,,8.35
14,PM Blessed with Oppn Opposing National Interest Decisions Over Last 10 Years:Anand Ranganathan,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,8m 21s,2024-02-05T16:47:13Z,39204,359,56,1 (blocked),22.0,,,8.35
15,"Panelist Criticizes Leaders, for Predicting Public Behavior, Deems It Democracy Disrespect",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,9m 22s,2024-02-05T16:34:46Z,12813,116,37,1 (blocked),24.0,,,9.366666666666667
16,"Lok Sabha Polls: India's Mood Before 2024 Elections, Will 'Ram Lehar' Unite Hindus? | NewsHour",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,51m 21s,2024-02-02T17:28:12Z,52865,505,140,1 (blocked),20.0,,,51.35
17,"Gyanvapi: 31 Years Later, Aarti & Pooja Sparks Debate; Why 'Sully' Prayers With Politics? |News Hour",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,37m 32s,2024-02-02T11:31:22Z,7304,86,22,1 (blocked),21.0,,,37.53333333333333
18,BJP Vows 'Viksit Bharat' By 2047 | Will 'Modi Ki Guarantee' Work? | Newshour Debate,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,17m 29s,2024-02-01T17:19:16Z,7614,88,35,1 (blocked),19.0,,,17.483333333333334
19,BJP Mocks 'Anti-Modi' Alliance | Congress Losing Face & Friends? | Newshour Debate,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,50m 37s,2024-01-25T01:44:41Z,45601,622,289,1 (blocked),19.0,,,50.61666666666667
20,Gyanvapi Case: ASI Survey Reports Set To Be Public | Why Block The 'Truth' Of Gyanvapi?| Newshour,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,5m 57s,2024-01-24T17:20:38Z,13174,173,16,1 (blocked),21.0,,,5.95
21,Aastha Ends 500-Year Anguish | Is This The Dawn Of 'Ram Rajya' In Bharat ? | Newshour,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,52m 2s,2024-01-22T17:57:42Z,20863,399,72,1 (blocked),16.0,,,52.03333333333333
22,"Panelist Questions BJP's Awareness of 1992 Post-Event Riots,Cites Unprecedented Casualties in Mumbai",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,8m 39s,2024-01-22T17:39:49Z,disabled,0,0,1 (blocked),17.0,,,8.65
23,"Panelist Questions BJP's Awareness of 1992 Post-Event Riots,Cites Unprecedented Casualties in Mumbai",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,8m 39s,2024-01-22T17:38:03Z,8096,64,26,1 (blocked),17.0,,,8.65
24,"Manoj Yadav Questions BJP's 'Ram Diwali' Claim, Asks If Previous Celebrations Were Wrong",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,3m 33s,2024-01-22T17:27:22Z,851,7,2,1 (blocked),17.0,,,3.55
25,"Anand Ranganathan Urges Cong Presence in Ayodhya,Foresees Rahul's Visit for Mega Mosque Inauguration",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,5m 12s,2024-01-22T16:59:22Z,disabled,0,0,1 (blocked),16.0,,,5.2
26,"Anand Ranganathan Urges Cong Presence in Ayodhya,Foresees Rahul's Visit for Mega Mosque Inauguration",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,5m 12s,2024-01-22T16:58:43Z,78860,742,166,1 (blocked),16.0,,,5.2
27,Ram Mandir Merely An Excuse For The Opposition? Real Agenda: Defeating PM Modi In Lok Sabha Polls?,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,39m 35s,2024-01-20T17:45:00Z,19950,217,66,1 (blocked),24.0,,,39.583333333333336
28,"Vipaksh Attacks 'Sabka Mandir', Insults Modi & 'Nalayak Hindus' | Ram Virodh For Vote Bank?|Newshour",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,36m 19s,2024-01-19T17:31:04Z,22503,303,153,1 (blocked),17.0,,,36.31666666666667
29,Lyricist And Poet Manoj Muntashir Exclusive On Ram Mandir Row | Newshour,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,18m 53s,2024-01-19T17:28:29Z,1238,30,3,1 (blocked),17.0,,,18.883333333333333
30,PM Hails 'Maryada Purushottam' But Vipaksh 'Spooked' By Pran Pratishtha? | Newshour Debate,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,53m 57s,2024-01-18T17:44:10Z,20622,218,61,1 (blocked),19.0,,,53.95
31,Watch 'Ram Bhakt' Danish Kaneria Speaks Exclusively On Ram Mandir With Navika Kumar | Newshour,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,12m 30s,2024-01-17T17:44:46Z,156872,5712,473,1 (blocked),8.0,,,12.5
32,Bharat Unites Over Ram But I.N.D.I.A Splits | Mandir Virodh Or 'Modi Virodh'? | Newshour Debate,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,38m 35s,2024-01-17T17:04:36Z,25041,313,112,1 (blocked),18.0,,,38.583333333333336
33,Deep Dive Into 'Ram' & 'Rajneeti' | Opposing Ram Or 'Opposing Modi'? | Newshour,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,53m 43s,2024-01-16T17:32:59Z,29055,414,157,1 (blocked),18.0,,,53.71666666666667
34,Ajay Bisaria Tells Fascinating Tales Of India-Pakistan Ties In 'Anger Management' | Newshour,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,27m 47s,2024-01-10T06:34:43Z,1522,26,1,1 (blocked),22.0,,,27.783333333333335
35,PM Modi Embraces UAE's Prez... 'Sabka Saath' For Islamic Nation | But 'Islamophobia' For I.N.D.I.A?,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,44m 35s,2024-01-09T18:12:56Z,28241,324,244,1 (blocked),15.0,,,44.583333333333336
36,CJI Makes 'Dhwaja' Analogy | Owaisi Calls CJI's Invocation 'Strange' | Cong Seconds AIMIM Chief,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,11m 42s,2024-01-09T17:22:30Z,6279,70,20,1 (blocked),24.0,,,11.7
37,"India's Rigorous Retort To Maldives' Insult, Oppn Keeps Mum| 'Modi-Hate' Blinds I.N.D.I.A?| Newshour",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,29m 36s,2024-01-08T18:40:59Z,23617,229,164,1 (blocked),25.0,,,29.6
38,From 'Modi Ki Leher' To Ram Mandir: Devendra Fadnavis Goes Unfiltered With Navika Kumar | Newshour,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,23m 47s,2024-01-08T17:58:04Z,14166,237,14,1 (blocked),18.0,,,23.783333333333335
39,Swallowing The Sun' Author Lakshmi Puri Exclusive On Inspiration Behind Her Book | Navika Kumar,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,23m 1s,2024-01-06T13:35:16Z,990,16,2,1 (blocked),21.0,,,23.016666666666666
40,F.I.R On Bhawna Kishore & Crew Quashed | AAP's 'Vendetta' Shield Pierced? | Newshour Debate,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,11m 46s,2024-01-04T17:10:42Z,2772,13,8,1 (blocked),19.0,,,11.766666666666667
41,"Sadhguru's Exclusive Interview on Secularism, Language Row & Ram Mandir Consecration | Newshour",The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,21m 6s,2024-01-03T16:59:44Z,125541,3476,623,1 (blocked),21.0,,,21.1
42,PM Modi Slams 'Anti Lord Ram' I.N.D.I.A | Is It 'Secular' To Sully Sanatan? | Newshour Debate,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,33m 57s,2024-01-03T16:48:00Z,17407,222,73,1 (blocked),16.0,,,33.95
43,I.N.D.I.A Busy Infighting As Modi Builds 'Sabka Saath' | Vipaksh Losing 'Sabka Vishwas'?| Newshour,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,45m 21s,2024-01-02T17:39:32Z,26393,245,119,1 (blocked),17.0,,,45.35
44,ETG Survey On Ayodhya Ram Mandir | Consecration: Faith Or Politics? | Newshour Debate,The_Newshour_Debate_with_Navika_Kumar,TIMES NOW,53m 8s,2024-01-01T16:57:00Z,27589,384,124,1 (blocked),22.0,,,53.13333333333333
0,Sonia Gandhi's Rajya Sabha Nomination - A Political Game Changer? | India Upfront,India_Upfront,TIMES NOW,40m 28s,2024-02-15T01:51:51Z,9577,80,64,1 (blocked),19.0,,,40.46666666666667
1,Arvind Kejriwal's Mandir Marg Move: Political Brilliance Or Opportunism? | India Upfront | Top News,India_Upfront,TIMES NOW,31m 4s,2024-02-12T16:28:09Z,10225,102,81,1 (blocked),19.0,,,31.066666666666666
2,"Akhilesh's Silence Raises Concerns,Will Chavan's Resignation Deepen Party Divisions? | India Upfront",India_Upfront,TIMES NOW,17m 10s,2024-02-12T16:19:39Z,7257,47,18,1 (blocked),20.0,,,17.166666666666668
3,NDA Lists 'UPA's Decade Of Debacles | Political Sparks Fly Over Ownership of BMW? | India Upfront,India_Upfront,TIMES NOW,15m 18s,2024-02-08T16:23:59Z,416,1,6,1 (blocked),23.0,,,15.3
4,Rahul 'Castes' Aspersions On PM | Is Ra Ga's Caste Comment Igniting a Controversy ? | India Upfront,India_Upfront,TIMES NOW,34m 33s,2024-02-08T16:17:58Z,2653,19,29,1 (blocked),22.0,,,34.55
5,Target 370 But 2019 Gave Only 303 Seats; Will BJP Get It's Extra 63 From South? | India Upfront,India_Upfront,TIMES NOW,1h 2m 40s,2024-02-08T02:16:47Z,7717,61,7,1 (blocked),27.0,,,62.666666666666664
6,PM Declares 400 'Paar' For BJP | Will 'Extra 67' Come From The South? | India Upfront,India_Upfront,TIMES NOW,34m 21s,2024-02-06T17:56:47Z,11965,137,61,1 (blocked),20.0,,,34.35
7,UCC Demand In Other States Gains Ground | Human Rights Demonised As Dictatorship?| India Upfront,India_Upfront,TIMES NOW,16m 26s,2024-02-06T17:03:05Z,5189,62,31,1 (blocked),22.0,,,16.433333333333334
8,I.N.D.I.A Alliance Disintegrating Along Congress' Nyay Yatra Route: Panelist | Rahul Gandhi,India_Upfront,TIMES NOW,6m 13s,2024-02-06T15:43:44Z,16988,78,46,1 (blocked),18.0,,,6.216666666666667
9,"Rahul Gandhi Appears Non-Serious, Congress Facing Electoral Challenges Against BJP: Panelist",India_Upfront,TIMES NOW,7m 14s,2024-02-06T15:21:49Z,17548,74,87,1 (blocked),22.0,,,7.233333333333333
10,"Rahul Gandhi a Liability for Congress, BJP's Strength Lies in PM's Development Politics: Panelist",India_Upfront,TIMES NOW,5m 43s,2024-02-06T15:10:36Z,9174,61,28,1 (blocked),22.0,,,5.716666666666667
